Id,SalePrice
1461,128496.77333333333
1462,149876.33333333334
1463,171570.67
1464,187937.16666666666
1465,204020.26666666666
1466,188077.66666666666
1467,184565.93666666668
1468,177537.55666666667
1469,175002.58666666667
1470,112325.53
1471,187897.43333333332
1472,95351.0
1473,97240.66666666667
1474,152676.34333333332
1475,150628.92
1476,445176.61666666664
1477,265394.79
1478,343305.87333333335
1479,264186.4866666667
1480,431958.2866666667
1481,314647.32666666666
1482,215588.48
1483,175212.20444444445
1484,183190.83166666667
1485,175332.4
1486,209036.59333333332
1487,339023.24
1488,252610.74
1489,220040.2234920635
1490,189066.44666666666
1491,196989.78333333333
1492,94900.21
1493,186916.24
1494,306662.99
1495,287004.8233333333
1496,205395.01
1497,175469.714
1498,151983.61033333334
1499,151927.18055555556
1500,164573.90583333335
1501,171694.97733333334
1502,156211.33777777775
1503,287911.7266666667
1504,253354.49666666667
1505,212199.11333333334
1506,189406.66666666666
1507,210789.07333333333
1508,181279.77333333335
1509,171146.83333333334
1510,151233.35666666666
1511,148248.97333333333
1512,170375.3988888889
1513,169940.34
1514,135652.99166666667
1515,191952.95333333334
1516,152109.77
1517,148180.71666666667
1518,126158.048
1519,220743.47666666665
1520,134197.25
1521,139525.33333333334
1522,164205.83333333334
1523,130417.21666666666
1524,119178.22
1525,114411.90333333334
1526,114817.47666666667
1527,99059.66
1528,133891.59666666668
1529,147323.33333333334
1530,181845.23333333334
1531,118860.43666666666
1532,97431.42333333334
1533,143747.45666666667
1534,125199.76333333334
1535,145334.98
1536,115776.18
1537,68563.41
1538,190212.19
1539,249457.69333333333
1540,112348.02
1541,163037.49666666667
1542,143194.59666666668
1543,213918.13666666666
1544,81336.4
1545,111518.15333333334
1546,124739.48333333334
1547,132975.73333333334
1548,128428.37333333334
1549,116247.85
1550,141504.85333333333
1551,99232.34666666666
1552,153542.55333333334
1553,146879.60666666666
1554,127180.1
1555,148548.50333333333
1556,93199.91333333333
1557,96447.5
1558,105758.51333333334
1559,109157.40666666666
1560,129004.898
1561,127636.72666666667
1562,124079.16666666667
1563,117332.72
1564,144209.01222222223
1565,155072.46
1566,205476.41666666666
1567,71922.1
1568,204960.16333333333
1569,123429.26444444446
1570,135694.24333333335
1571,135618.22444444447
1572,143097.25
1573,226843.50666666665
1574,124012.09
1575,193233.88
1576,199115.5
1577,211996.0423809524
1578,156308.43333333332
1579,141082.06666666668
1580,201327.95
1581,139308.77777777778
1582,123992.16666666667
1583,300712.20666666667
1584,247592.34333333332
1585,139370.94444444447
1586,72656.82333333333
1587,124736.31
1588,148562.98666666666
1589,110990.68
1590,140980.58333333334
1591,115169.64
1592,121300.54666666666
1593,111670.60666666667
1594,168145.38
1595,120302.12
1596,230299.13666666666
1597,149566.01444444442
1598,192129.21
1599,223346.04
1600,195279.01333333334
1601,64313.07666666667
1602,104065.89333333333
1603,94806.68333333333
1604,266147.50666666665
1605,247165.86
1606,170916.45666666667
1607,147101.7772222222
1608,213456.94416666665
1609,204473.08
1610,162228.13666666666
1611,148266.66
1612,172406.09611111108
1613,169206.99666666667
1614,119900.03333333334
1615,91288.86666666667
1616,89156.11666666667
1617,90681.40333333334
1618,126518.5
1619,138356.77777777778
1620,163828.61333333334
1621,144774.29666666666
1622,146713.02
1623,247898.62333333332
1624,200638.46666666667
1625,110833.79666666666
1626,174812.13333333333
1627,188026.3
1628,280609.87
1629,183858.21666666667
1630,317857.4533333333
1631,243856.67
1632,262481.11333333334
1633,174691.33
1634,185411.83333333334
1635,175087.33333333334
1636,167482.47333333333
1637,186625.35222222225
1638,218364.83333333334
1639,193875.66666666666
1640,267907.68
1641,188563.62333333332
1642,221730.91666666666
1643,237311.78333333333
1644,250261.15
1645,179630.08833333335
1646,152098.16666666666
1647,156667.56666666668
1648,146428.52333333335
1649,138313.16666666666
1650,112853.55333333333
1651,120929.13777777778
1652,96918.66666666667
1653,101309.0
1654,156975.28333333333
1655,155322.75333333333
1656,153382.17
1657,156972.78333333333
1658,154410.92666666667
1659,140650.93666666668
1660,149132.14333333334
1661,434332.38666666666
1662,462923.4266666667
1663,368500.8433333333
1664,433063.06333333335
1665,334256.3433333333
1666,268239.5333333333
1667,332264.7133333333
1668,354692.2033333333
1669,327269.3466666667
1670,359727.45
1671,250253.15333333332
1672,410593.3433333333
1673,310544.00333333336
1674,260153.11
1675,187012.26611111112
1676,190642.0052777778
1677,215036.61666666667
1678,439911.25333333336
1679,304019.3233333333
1680,326479.62666666665
1681,291871.3233333333
1682,274613.49
1683,184065.52
1684,175000.91666666666
1685,173302.45333333334
1686,174659.7338888889
1687,175438.93
1688,190146.61666666667
1689,189409.73666666666
1690,187202.70666666667
1691,174375.61666666667
1692,263515.6066666667
1693,172700.00333333333
1694,181930.33333333334
1695,173127.18
1696,282657.08666666667
1697,175382.36333333334
1698,352053.5
1699,308790.0466666667
1700,248092.86
1701,261533.69333333333
1702,281707.41
1703,275706.99333333335
1704,279953.69
1705,261538.1
1706,434676.74
1707,211441.95333333334
1708,213445.59904761906
1709,316296.19666666666
1710,228204.79666666666
1711,251311.82666666666
1712,267250.9733333333
1713,248674.57
1714,213005.8
1715,191500.5
1716,192968.815
1717,169894.56
1718,139569.97444444444
1719,212011.46
1720,256576.55666666667
1721,172787.36333333334
1722,128786.75
1723,155785.08333333334
1724,216587.48333333334
1725,235184.47333333333
1726,192397.33333333334
1727,167222.1975
1728,191212.29
1729,168471.91666666666
1730,144792.47800000003
1731,128572.52666666667
1732,124872.36
1733,113947.71333333333
1734,130609.05333333333
1735,132706.74666666667
1736,116437.29666666666
1737,334747.4033333333
1738,217569.39333333334
1739,290140.48
1740,191111.20111111112
1741,176289.2213888889
1742,172025.97733333334
1743,175805.76666666666
1744,278681.94333333336
1745,241206.83333333334
1746,288537.8233333333
1747,217779.24
1748,241354.8
1749,156646.14666666667
1750,144620.79
1751,256811.81
1752,120691.66666666667
1753,161661.16666666666
1754,222823.90666666668
1755,157611.67333333334
1756,119333.62666666666
1757,120247.49333333333
1758,134763.61
1759,155429.64
1760,153924.87333333332
1761,151948.63
1762,165852.30333333334
1763,162806.65333333332
1764,115288.42
1765,174774.83333333334
1766,168036.94
1767,193365.10666666666
1768,137978.25
1769,160341.05666666667
1770,143675.46666666667
1771,134613.0
1772,144724.62333333332
1773,130967.87333333334
1774,132685.955
1775,133419.06
1776,121955.16333333333
1777,103545.56333333334
1778,128246.49333333333
1779,132189.57666666666
1780,183861.41666666666
1781,123387.67
1782,100069.80666666667
1783,138663.13333333333
1784,97924.23
1785,111833.61666666667
1786,144469.24333333335
1787,177229.82666666666
1788,66163.55
1789,105025.98333333334
1790,63081.346666666665
1791,176737.17333333334
1792,161858.75
1793,131705.33666666667
1794,141543.19142857142
1795,138251.58333333334
1796,140400.75
1797,123408.35
1798,130516.83333333333
1799,112226.00666666667
1800,140690.5
1801,146123.52833333332
1802,174340.33666666667
1803,157159.0
1804,139039.9
1805,135146.55
1806,125345.84666666666
1807,140421.68666666668
1808,125500.17
1809,132837.31666666668
1810,150464.08666666667
1811,118878.24666666667
1812,108933.4
1813,134106.41666666666
1814,85896.64666666667
1815,61161.596666666665
1816,99548.12
1817,121607.29333333333
1818,147240.34666666668
1819,133932.75
1820,72710.33333333333
1821,131223.68666666668
1822,160247.17333333334
