id,exam_score
630000,68.78152054244926
630001,69.61147363027708
630002,86.36217534006586
630003,53.03846454563929
630004,47.49709101574409
630005,69.07207332033013
630006,71.3299551064376
630007,56.79164795796689
630008,78.82126757894683
630009,92.75978631420807
630010,58.78247908093419
630011,40.91880308581963
630012,52.359559117498804
630013,61.909360408545766
630014,61.74961759109405
630015,66.78983325258852
630016,73.7177488211728
630017,74.71795910787638
630018,65.13648406142434
630019,73.66321130301633
630020,54.40060999203468
630021,70.80788511983633
630022,46.44743739507031
630023,47.83169944634257
630024,50.71189585628489
630025,53.602493995025945
630026,62.93164879548186
630027,42.43912923010574
630028,79.95622171387387
630029,97.28914856641599
630030,92.82060321328471
630031,53.59903037900753
630032,79.82701193988417
630033,54.38896260109926
630034,42.72271183525376
630035,51.52656881937982
630036,51.20054291955639
630037,68.13591680300938
630038,30.72075036523752
630039,47.492306204537186
630040,33.64280644650221
630041,71.45332259346576
630042,60.87375682560191
630043,63.2457024388971
630044,56.733310940789806
630045,85.4436982191312
630046,89.59251185198208
630047,50.76716094377336
630048,82.50651119859845
630049,96.07607913886774
630050,68.33158462354083
630051,30.00398678173155
630052,82.55121741773081
630053,75.6731490784705
630054,62.65706833775422
630055,38.19354059514772
630056,38.708685188465445
630057,73.82506268322491
630058,37.58447083331732
630059,76.9636897092699
630060,58.929686016385546
630061,30.719188496944383
630062,41.386221220705664
630063,35.48920770795685
630064,67.87042275329809
630065,44.99181116839036
630066,70.6681739651141
630067,46.86917179709626
630068,86.33385096185363
630069,92.46059515879271
630070,78.80261862040487
630071,62.43962916736958
630072,71.37237632094202
630073,74.33071585186715
630074,72.7523761022144
630075,76.76065010378097
630076,95.71505379255225
630077,34.79031946006651
630078,70.90734226829753
630079,48.78539564699351
630080,94.2447017927421
630081,84.78996835530815
630082,38.26289734686025
630083,51.57450010242974
630084,79.12015117250498
630085,91.79776376715245
630086,70.75642271339669
630087,70.18409703127742
630088,74.68372127938146
630089,82.20643395503087
630090,77.37262905022385
630091,75.2248174816763
630092,60.084847973903074
630093,50.05030074259954
630094,47.421461453613965
630095,75.4867199214131
630096,71.2325069301078
630097,68.71466601980819
630098,78.76452126433797
630099,84.82725037222609
630100,78.62096665277514
630101,31.412311547281988
630102,34.76000071294275
630103,61.48342908695906
